,location,Area Sq.ft,bhk,bath_clean,dates,Title_modify
8402,Raviraj Siciliaa,1600,3    ,3,2021-01-18, Nigade Nagar
8403,Nikhil Park,875,2    ,2,2021-03-15, Manik Baug
8405,Gurukrupa Society,10763,1    ,1,2021-01-18, Keshav Nagar
8408,Maharshi Ashray,844,2    ,2,2021-03-15, Wakad
8410,Sai Orchards,945,2    ,2,2021-01-18, Sai Nagar Park
8411,KRUSHNRAJ COLONY,850,2    ,2,2021-01-18," PIMPLE GURAV,AGRASEN NAGAR"
8412,Ram Nagar Society,800,2    ,2,2021-01-18, Warje
8413,Pragati Air Mont,1300,2    ,2,2021-01-18, Gahunje
8414,Samarth Apartment,688,1    ,1,2021-01-18, Bavdhan
8415,Vishwa Vinayak Dwarka Platinum,980,2    ,1,2021-01-18, Indrayani Nagar
8416,Aura County,862,2    ,2,2021-01-18, Ubale Nagar
8417,Calyx Navyangan Kasar Amboli,721,2    ,2,2021-03-15, Kasar Amboli
8419,green crest society,1000,2    ,2,2021-01-18, Bekrai Nagar
8420,Sollanaa Apartments,842,2    ,2,2021-01-18, Dange Chowk
8421,DSK Sundarban Phase 1,725,2    ,2,2021-01-18, Hadapsar
8422,Majestique City,660,2    ,2,2021-01-18, Wagholi
8423,Shivneri Height,500,1    ,2,2021-01-18," Lakshmi Chowk, Hinjewadi Phase 1"
8424,Shree Laxmi Dham,1000,2    ,2,2021-01-18, Sutarwadi
8425,Siddhivinayak House,2500,1    ,1,2021-01-18, Ghorpadi
8426,Mont Vert Avion,1400,3    ,2,2021-01-18, Pashan
8427,Shivneri Height,500,1    ,2,2021-03-03, Marunji
8428,Green wood sai apartment,600,1    ,1,2021-01-18, majri budhuk
8429,"Dhore Farm, New Sanghvi",1200,2    ,1,2021-01-18, High tension tower lane
8430,cozi life society,600,1   ,1,2021-01-18, Wagholi
8431,Whistling Meadows,1350,3    ,3,2021-01-18, Bhugaon
8434,Amaltas Apartment,580,1    ,1,2021-01-18, SAI CHOWK
8435,Navdurga Homes Apartment,750,2    ,2,2021-01-18, Chandan Nagar
8436,Yashada Green Estate,972,2    ,2,2021-01-18, Chakan
8437,Runal Gateway,1150,2    ,2,2021-01-18, Ravet
8439,Mayureshwar Apartment,650,1    ,1,2021-01-18, Mandai
8440,Alankapuri,600,1    ,1,2021-03-09, Dhayari
8441,Kumar Park Infinia,1150,2    ,2,2021-01-18, Bekrai Nagar
8442,Subhagya Saptarshi Residency,845,2    ,2,2021-01-18, Chinchwad
8443,Highpoint ITrend Homes,1000,2    ,2,2021-03-15, Hinjewadi
8444,Runwal Meadows,760,2    ,1,2021-03-04, Warje
8446,Godrej infinity co op hsg society,837,2    ,2,2021-01-18, keshavnagar mundhava
8447,Satyam Shivam Sundaram Society,900,2    ,2,2021-03-15, Manjri
8448,Swapnashilp Society,1200,3    ,2,2021-01-18, Kothrud
8449,Green Hill Appartment Dighi,450,1    ,1,2021-03-15, Dighi
8450,D R Destination Ostia,550,1    ,1,2021-01-18, Moshi
8451,pitru Chhaya,620,1    ,2,2021-01-18, Dhanori
8452,Bhairavi Apartment,1000,2    ,2,2021-01-18," Rohan Real Estate, Opp Shell Petrol Pump"
8453,Shree Sai Aamrai,971,2    ,2,2021-01-18, Ambegaon Bk
8454,KK Anjelica,951,2    ,2,2021-03-10, Pawana Nagar
8455,On Request,150,1    ,1,2021-01-18, Katraj
8456,Sarthak Bealieu Society,850,2    ,2,2021-01-18, Pisoli
8457,vartika apartment,500,1    ,1,2021-01-18, Pimpri Chinchwad
8458,Runwal Meadows,760,2    ,2,2021-03-15, Warje
8460,Sadguru Apartment Benkar Wasti,600,2    ,1,2021-01-18, Benkar Nagar
8462,Ahura Pearl Tower,1125,2    ,2,2021-01-18, Gadital
8463,"omsahnti complex, sukhsagar nagar-2, pune",515,1    ,1,2021-01-18, Sukhsagar Nagar
8464,Sourabh Residency,750,2    ,2,2021-01-18, Hinjewadi
8465,Pandurang Nivas,500,1    ,1,2021-01-18, Marunji
8466,Rajyog Swapnapoorti,600,1    ,1,2021-01-18, Newale Wasti
8468,Sai Pritam Nagri,750,1    ,1,2021-01-18, Rahatani
8469,"Blue building, Akarshak colony",850,1    ,1,2021-01-18, Mundhwa
8470,Setpal Karishma Platinum,625,1    ,2,2021-01-18, Kad Nagar
8471,Subhash Park,400,1    ,2,2021-01-18, Hadapsar
8472,Kolte Patil IVY Estate,1010,2    ,2,2021-01-18, Wagholi
8473,namo inspareya,635,1    ,1,2021-01-18, Pimpri Chinchwad
8474,Yashada Siddhi Soc.,565,1    ,2,2021-01-18, Sudarshan Nagar
8475,Kumar Park Infinia Phase 4,1100,2    ,2,2021-01-18, Phursungi
8476,Setpal Karishma Platinum,625,1    ,2,2021-01-18, Kad Nagar
8477,Mantri Regency,850,2    ,2,2021-01-18, Pashan
8478,Sree Mangal Wisteriaa,1394,3    ,3,2021-03-03, Bhumkar Nagar
8479,chetan estate,1250,2    ,2,2021-03-15, sasane nagar
8480,Sharadnagar,1633,2    ,2,2021-01-18, Bhosari
8481,Kamalini Datt,1200,1    ,1,2021-01-18, Manjri
8482,dhawale apartment,590,1   ,1,2021-01-18, Kharadi
8483,Kolte Patil Life Republic,600,1    ,1,2021-01-18, Hinjewadi
8485,Kamalini Datt,1500,1    ,1,2021-01-18, Manjri
8487,Ganraj Vedant Height,1250,1    ,2,2021-03-15, Kaspate Vasti
8488,Sakhar Nagar Phase 2,1100,2    ,3,2021-03-08, Sutarwadi
8490,Satish Bora Libero,1055,2    ,2,2021-01-18, Warje
8491,Goel Ganga Constella,1100,2    ,2,2021-03-03, Eon Free Zone
8492,Kolte Patil Ivy Apartments,1140,2    ,2,2021-03-06, Wagholi
8493,"Laxmi angan, Subhash Nagar, Vishrantwadi",850,2    ,2,2021-03-15, Subhash Nagar
8494,Prem Shanti Home,550,1    ,1,2021-01-18, Phase-3 Hinjewadi
8496,Ram India livogue,920,2    ,2,2021-01-18, Malwadi
8497,Orange Province,1000,2    ,3,2021-01-17, Vishal Nagar
8498,Kundan Gulmarg Apartment,1800,3    ,4,2021-01-17, Baner
8499,Sai Tirupati Greens,610,1    ,1,2021-01-17, Laxmi-Narayan Nagar
8500,Megapolis Sparklet,988,2    ,2,2021-01-17, Hinjewadi
8503,Shilpa Society,450,1    ,1,2021-01-17, Nigdi
8504,Sahyadri Madhuban,680,1    ,1,2021-01-17, Kirkatwadi
8505,Gurukripa Housing Society,375,1   ,1,2021-01-17, Kharadi
8506,Bidikamagar vashat,600,1    ,1,2021-01-17," Bidikamagar, Ganeshnagar, Yerawada, Pune-411006"
8508,TCG The Cliff Garden,900,2    ,2,2021-03-13, Phase-3 Hinjewadi
8509,Marvel Azure,1920,3    ,3,2021-03-02, Magarpatta
8510,Grand Heritage,1166,2    ,2,2021-01-17, Kaspate Vasti
8511,Megapolis Sparklet,988,1    ,1,2021-01-17, Hinjewadi
8512,Rohan Abhilasha,1500,3    ,3,2021-01-17, Wagholi
8513,Shri Sai Darshan,750,2    ,2,2021-01-17, Dehu
8514,GK DWARKA SAI Rahatani,865,2    ,2,2021-01-17, rahatani-pimpri pcmc pune
8517,Akshay chandan,1065,2    ,2,2021-01-17, Shivaji Park
8518,Bhumi Alume,256,1    ,1,2021-01-17, Rahatani
8522,shrinya,650,1    ,1,2021-01-17, Kutwal Colony
8523,Pride Silver Oak,600,1    ,2,2021-01-17, Rahatani
8524,Shradha Residency,448,1    ,2,2021-01-17," Udyognagar, Chinchwad"
8525,Shivganga Troodos Heights,900,1    ,1,2021-01-17, Shewalewadi
8526,Urban Forest,915,2    ,2,2021-01-17, Dehu
8527,Amba nagri,950,1    ,2,2021-01-17, Munjaba Vasti
8529,Renuka Dreams,750,2    ,1,2021-01-17, Chinchwad
8530,D 601 Willows Housing Society Pvt Ltd,2370,3    ,3,2021-03-01, Baner
8531,Venkatesh Oxy Valley Phase 2,980,2    ,2,2021-01-17, Wagholi
8532,Shaurya Residency,450,1   ,1,2021-03-02, Parkhe Vasti
8534,On request,2000,1    ,1,2021-01-17, Parkhe Vasti
8535,Shree Mangal Wisteria,1083,2    ,2,2021-03-01, Wakad
8536,Goyal Darshan Nagari,610,1    ,1,2021-01-17, Keshav Nagar
8537,Polite Harmony,975,2    ,2,2021-01-17, Chikhali
8538,Deepak Niwas,680,1    ,1,2021-01-17, Defence Area
8539,Balaji Park,650,1    ,1,2021-01-17, Baner
8540,SKYi Star Town,1200,2    ,2,2021-01-17, Bhukum
8541,Yogeshwar Society,700,1    ,1,2021-01-17, Vadgaon Sheri
8542,Shankar Suman Park,637,1    ,1,2021-01-17, Hadapsar
8545,Kohinoor Ambrosia,1100,2    ,2,2021-01-17, Satav Nagar
8546,Paranjape Richmond Park,441,1    ,1,2021-01-17, Jyotiba Colony
8547,"Mayanagari Apartments, B-Building",620,1    ,1,2021-03-13, Kasarwadi
8548,Megapolis Sangria Hinjewadi,1500,3    ,3,2021-01-17, Phase-3 Hinjewadi
8549,Paranjape Richmond Park,516,1    ,1,2021-01-17, Jyotiba Colony
8550,Godrej Infinity,1040,3    ,3,2021-01-17, Keshav Nagar
8551,on request,1150,2    ,2,2021-01-17, Thergaon
8552,AUSTIAN PLAZZA,650,2    ,2,2021-01-17, Bhausaheb Kalate Nagar
8553,Paranjape Blue Ridge,439,1   ,1,2021-01-17, Hinjewadi
8554,Windsor Maple Woodz,368,1    ,1,2021-01-17, Wagholi
8555,Atharva Insignia,990,2    ,2,2021-03-13, Baner
8556,Gitika Apartment,930,2    ,2,2021-01-17, Warje Naka
8558,Shri Hari Appartment,350,1    ,1,2021-01-17, Walhekarwadi
8559,Kalpataru Splendour,1175,2    ,2,2021-01-17, Shankar Kalat Nagar
8560,Bhakti Apartment,1500,2    ,2,2021-01-17, Viman Nagar
8561,Grafficon Niwas,600,1    ,1,2021-01-17, Viman Nagar
8562,Shivshambho Heights,550,1    ,2,2021-01-17, Phursungi
8563,Icon Viva,804,2    ,2,2021-01-17, Hinjewadi
8564,La Salette Apartments,1500,3    ,3,2021-01-17, Magarpatta
8565,Anupam terrace,320,1    ,1,2021-01-17, Mayur Colony
8566,Siddhivinayak Park,530,1    ,1,2021-03-01, Magarpatta
8567,Shroff Supriya Sankul,1250,3    ,3,2021-03-16, Veerbhadra Nagar
8568,Shriram Chandrama,1664,3    ,3,2021-03-05, Baner
8569,Mont Vert Vesta,1300,2    ,2,2021-01-17, Pirangut
8570,Kumar Galaxy,1100,2    ,2,2021-01-17, Bhawani Peth
8571,Suvidha Angan,861,2    ,2,2021-01-17, Narhe
8572,SHUBHA NILAYA,803,2    ,2,2021-01-17, Nimbalkar Nagar
8573,BU Bhandari Vaastu Viva,932,2    ,2,2021-01-17, Wakad
8574,Legacy Aura,9235,2    ,2,2021-01-17, Rahatani
8575,Mandar Society,435,1    ,1,2021-03-03, Dhankawadi
8576,HDFC Colony,800,2    ,1,2021-01-17, Shahunagar
8578,Shriram La Tierra,1332,2    ,2,2021-01-17, Vishrantwadi
8580,Jhamtani Ace Almighty,1105,2    ,2,2021-01-17, Bhumkar Nagar
8581,Ssk Ambrosia,1025,2    ,2,2021-01-17, Shewalewadi
8582,Sky Lounge,600,1    ,1,2021-01-17, Adarsh Colony
8583,Pristine Prolife,1527,3    ,3,2021-01-17, Wakad
8585,Pratiknagar Housing Society,530,1    ,1,2021-03-06, Mohanwadi
8586,Arun Sheth Anika Enclave,769,1    ,2,2021-01-17, Bhoirwadi
8587,..,749,2    ,1,2021-01-17, Suryalok Nagari
8589,Dakshta Nagar Building,550,1    ,1,2021-01-16, Wakad
8590,GK Dwarka Lords,1477,3    ,3,2021-01-16, Pimple Saudagar
8591,GK Jarvari,980,2    ,2,2021-01-16, Pimple Saudagar
8592,Alkapuri Society,850,2    ,1,2021-01-16, Vanaz Company
8593,Sai Grace Society,951,2    ,2,2021-03-04, Pimpri Chinchwad
8594,Jambhulkar Heights,564,1    ,1,2021-01-16, Pimple Gurav
8595,Bora Planet,1000,1   ,1,2021-01-16, Pimple Nilakh
8596,Ambegaon Balram Complex,900,2    ,2,2021-01-16, Ambegaon Bk
8598,Rohan Abhilasha,1042,2    ,2,2021-01-16, Wagholi
8600,Shree Hans Avenue,710,1    ,1,2021-02-28, Tingre Nagar
8601,on request,850,1    ,1,2021-01-16, Hadapsar
8602,Mahi Apartment,550,1    ,2,2021-01-16, Narhe
8603,Sai Ashish Park,550,1    ,1,2021-01-16, Dhanori
8604,Amrut Vihar society,620,1    ,1,2021-01-16, Chinchwad Railway Station
8605,GK Atlanta II,910,2    ,2,2021-01-16, Wakad
8606,AG West One,887,2    ,2,2021-01-16, Wakad
8607,Dixit Residency,715,1    ,1,2021-01-16, Ganeshnagar
8608,RK Lunkad Nisarg Nirmiti,1186,3    ,3,2021-01-16, Pimple Saudagar
8609,Majestique Venice,995,2    ,2,2021-01-16, Dhayari
8610,Omkar Puram Complex,500,1    ,1,2021-01-16, Gujarat Colony
8611,Padmalaxmi Nest,656,1    ,1,2021-01-16, Tingre Nagar
8612,Paranjape Blue Ridge,1795,3    ,3,2021-01-16, Hinjewadi
8613,Hubtown Countrywoods,951,2    ,2,2021-03-12, Tilekar Nagar
8615,Sugandhi Society,600,1    ,1,2021-01-16, Manjari Pune Solapur Road
8617,Pearl Residency,1000,2    ,2,2021-01-16, Ravet
8620,Diamond villa,781,1    ,2,2021-01-16, Sector-16 Chikhali
8621,Sancheti Eves Garden,1042,2    ,2,2021-01-16, Keshav Nagar
8622,RR Riddhi Siddhi Avenue,1400,3    ,3,2021-01-16, Kaspate Vasti
8623,Ganeesham phase 2,1068,2    ,2,2021-01-16, Rambagh Colony
8624,Abhay Atharva Bliss,1640,3    ,3,2021-01-16, Bavdhan
8626,Madhuvishwa Society,1020,2    ,2,2021-01-16, Siddharth Nagar
8627,AK Residency,520,1    ,1,2021-01-16, Sanjay Park
8628,Sky Heights,626,2    ,2,2021-01-16, Pisoli
8630,Kanchan Plaza,550,1    ,1,2021-01-16, Katraj
8631,Gobind Ganesh Imperia,940,2    ,2,2021-01-16, Postal Colony
8632,Twin Arcs,675,1    ,2,2021-01-16, Punawale
8633,Laxmi Residency,900,2    ,2,2021-01-16, Pimpri Waghere
8634,Runwal Seagull,1288,3    ,2,2021-01-16, Handewadi
8635,Sathe Colony,350,1   ,1,2021-01-16, Chinchwad
8636,Palm Avenue,932,2    ,2,2021-01-16, Wakad
8637,Uttareshwar nagar  lohegoan,550,1    ,1,2021-01-16, Lane no.3 Uttareshwar nagar
8638,Ram Society,650,1    ,1,2021-01-16, Yerwada
8639,Agarwal Shri Krishna Complex,900,1    ,1,2021-01-16, Kaleborate Nagar
8640,Ram India Sampanna Homes,710,1    ,1,2021-01-16, Manjri
8641,Radha Krishna Park,640,1    ,1,2021-01-16, Manik Baug
8642,Sukhwani Enclave,650,1    ,1,2021-01-16, Pimpri
8645,Bunty Housing Society Mayur Nagri,1350,3    ,3,2021-01-16, Pimple Gurav
8648,Rama Swiss County,1050,3    ,3,2021-01-16, Wakad
8650,siddhi apartment,1050,2    ,2,2021-01-16, Airport Road
8651,Tanish Homes,800,2    ,2,2021-01-16, Gokul Colony
8652,Suyash Bunglow,700,1    ,1,2021-01-16, Lohegaon
8655,Siddhivinayak Ginger,950,2    ,2,2021-01-16, Pimple Saudagar
8656,Gaurishankar Society,1300,2    ,2,2021-03-12, Vittalvadi
8657,Kohinoor Tinsel County,840,2    ,2,2021-03-04, Phase-3 Hinjewadi
8658,Brooklyn Pride World City,1040,2    ,2,2021-01-16, Charholi Budruk
8659,Disha Complex,750,1    ,1,2021-03-01," Near Darshan Hall, Pimpri Chinhawad Link Road,"
8660,Shetkari Nagar,3000,4    ,4,2021-01-16, Shivneri bunglow
8663,Paranjape Richmond Park,710,2    ,2,2021-01-16, Jyotiba Colony
8664,yashavant vihar,550,3    ,1,2021-01-16, Dhayari
8665,Casa Imperia,950,2    ,2,2021-01-16, Bhujbal Vasti
8666,Surabhi Heights,500,1    ,1,2021-01-16, Warje
8667,Sai Luxuria,900,2    ,2,2021-01-16, Pawana Nagar
8668,Kumar Kul Ecoloch Phase 1,900,2    ,2,2021-03-11, Mahalunge
8669,Kalpataru Splendour,1401,3    ,2,2021-01-16, Wakad
8670,Yashada Sterling Blooms,900,2    ,2,2021-01-16, Rahatani
8671,Micasaa Apartments,841,2    ,2,2021-01-16, Wagholi
8672,Sukhwani Palms,911,2    ,2,2021-01-16, Wagholi
8673,Taragan park,525,1    ,1,2021-01-16, Udyam nagar
8674,LS Mehetre Laxmi Vrindavan,860,2    ,2,2021-03-04, Shri Ram Colony
8675,Sanskruti Casa Poli,978,2    ,2,2021-01-16, Shankar Kalat Nagar
8676,Meghmalhar Housing Society,650,1    ,1,2021-01-16, Bhosari
8677,Mantri avenue 2,625,1    ,1,2021-01-16, Panchawati
8678,Uttam Township,1000,2    ,2,2021-01-16, Vishrantwadi
8680,Rutusparsh,855,2    ,2,2021-01-16, Nageshwar Nagar
8681,Raviraj Solace Park,1200,2    ,2,2021-01-16, B.T Kawade Road
8682,Sai Paradise,753,1    ,1,2021-01-16, Punawale
8683,Karia Konark Indrayu Enclave,1400,2    ,2,2021-01-16, NIBM
8685,Karan Park,550,1    ,1,2021-01-16, Somnath Nagar
8686,Ganga Osian Meadows,1078,2    ,2,2021-02-28, Thergaon
8687,Aishwaryam Greens Society,900,2    ,2,2021-01-16, Wakad
8688,Icon Viva,1070,2    ,2,2021-01-16, Hinjewadi
8689,village residency 3,950,2    ,2,2021-01-16, Kasarsai
8690,Manav Silver Skyscapes,1150,2    ,2,2021-01-16, Shankar Kalat Nagar
8691,Parisar Apartment,1080,2    ,2,2021-01-16, Erandwane
8692,Nano Homes,1050,2    ,2,2021-01-16, Ravet
8693,Shanti Kunj Apartment,700,1    ,2,2021-01-16, Undri
8694,Raviraj Ozone Apartments,833,1    ,2,2021-01-16, Wagholi
8695,Nyati Evita,1400,2    ,2,2021-01-16, Lohegaon
8698,Jawahar Apartments,400,1    ,1,2021-01-15, Agarwal Colony
8699,Pristine Square,450,1    ,1,2021-01-15, Wakad
8700,"Casa Poli, Waked",880,2    ,2,2021-01-15, Near Dutta temples
8701,Silver Space,1250,2    ,2,2021-01-15, Pimple Nilakh
8703,Notting Hill,1000,2    ,2,2021-03-10, Tyni Audyogic Wasahat
8704,Kamalraj Shivdrashan,450,1    ,1,2021-01-15, S.No 73 Datta Nagar
8705,Sai Silver Hills,960,2    ,2,2021-01-15, Bellagio
8706,Kohinoor Tinsel County,635,2    ,2,2021-01-15, Phase-3 Hinjewadi
8707,Chourang Sopan Residency,900,1    ,1,2021-01-15, Hadapsar
8710,Eden Spaces,998,2    ,2,2021-03-11, Kiwale
8711,Green Hive Apartments,950,2    ,2,2021-01-15, Hadapsar
8712,Shree Moraya Gosavi Raj Park,700,1    ,1,2021-01-15, Chinchwad
8713,Varad Indrayani Hills,400,1    ,2,2021-01-15, Chovisawadi
8714,Karan Ceto,1000,2    ,3,2021-01-15, Vadgaon Sheri
8715,Angul Park,850,2    ,2,2021-01-15, Hadapsar
8716,On request,650,1    ,1,2021-01-15, Chandan Nagar
8717,Gokul Gardens,2000,3    ,3,2021-02-27, Mhada Colony
8720,Mittal Pebbles High Mont,900,2    ,2,2021-03-17, Hinjewadi
8721,On Req,650,1    ,1,2021-01-15, Sudarshan Nagar
8722,Sai Nagari,1000,2    ,2,2021-03-15, Kalyani Nagar
8723,I Build Shubharambh,950,2    ,2,2021-01-15, Hadapsar
8724,Angul Park,500,1    ,1,2021-01-15," Mohamadwadi Road, Angul Park, Hadapsar"
8725,Probo Prolix Pride,966,2    ,2,2021-01-15, Ravet
8726,bhramakruti,550,1    ,1,2021-01-15, Vadgaon Budruk
8727,Shanti residency,690,1    ,1,2021-02-14, Hadapsar
8728,Jivala,470,1    ,1,2021-01-15, Ganga Nagar
8729,Dhanlaxmi krupa,500,1    ,1,2021-01-15, Karve Nagar
8730,Snehal Apartment,610,1    ,1,2021-01-15, Vadgaon Khurd
8731,Utkarshanagar Society,650,1    ,1,2021-03-01, Gadital
8732,gan gajanan,600,1    ,1,2021-01-15, Koregaon Park
8733,HERMES PARK SOCIETY,1250,3    ,3,2021-01-15, OPP BUND GARDEN
8735,Godrej Horizon,1620,3    ,3,2021-01-15, Undri
8736,Balaji Paradise,726,1    ,1,2021-01-15, Mahadev Nagar
8737,BU Bhandari Acolade,1500,3    ,3,2021-01-15, Kharadi
8738,Popular Colony,700,1    ,1,2021-01-15, Warje Malwadi
8744,Karan Tej Arista,1100,2    ,2,2021-01-15, Warje
8745,HT Khandve Devaki Residency,1050,2    ,2,2021-01-15, Wagholi
8746,Valay Society,960,2    ,2,2021-03-05, Sasane Nagar
8747,Vardaan Solitaire 8,450,1    ,1,2021-01-15, Baner
8748,Klassic Residencia,812,2    ,2,2021-01-15, Pimple Nilakh
8750,Royal Glamoriya,902,2    ,2,2021-01-15, Ravet Pune
8752,Shejwal Park,200,1   ,1,2021-01-15, Kharadi
8753,Bhoomi Orabelle,1000,2    ,2,2021-01-15, Ravet
8757,Parshwanath Heights Apartment,1100,2    ,2,2021-03-05, Bhusari Colony
8758,Tapodham Society,3500,2    ,1,2021-01-15, Warje
8759,Sai Shradha Apartment,575,1    ,1,2021-01-15, Ambegaon Pathar
8760,Reelicon Alpine Ridge,1048,2    ,2,2021-01-15, Baner
8761,Nakshatra Apartment,693,1    ,1,2021-01-15, Pirangut
8763,Lakeshire Apartmenrts,1277,3    ,3,2021-01-15, Ambegaon Budruk
8765,Sahara Prestige,750,2    ,2,2021-01-15, Bhekrai Nagar
8766,Kalash Vastushree,700,2    ,2,2021-01-15, Katraj
8769,Shree Apartment,600,1    ,1,2021-01-15, Ubale Nagar
8770,Cozy Homes,725,2    ,2,2021-01-15, Wagholi
8771,Telco TTIL Coop Hsg Society,2000,2    ,2,2021-02-27, Sector No-4 Moshi
8772,on request,670,1    ,1,2021-03-04, Pimple Gurav
8773,Nandadeep Apartment,585,1    ,1,2021-02-27, Tilekar Nagar
8774,Neeta Chambers,900,2    ,2,2021-02-27, J.M Road
8775,Kohinoor Tinsel County,444,1    ,2,2021-02-28, Phase-3 Hinjewadi
8776,Fortune East Society,1300,2    ,3,2021-03-04, Kharadi
8777,Lotus Laxmi 2,1070,2    ,2,2021-02-27, Ravet
8778,Mhada Chs,650,1    ,1,2021-03-10, Morwadi
8779,Sai Shree CHS Ltd,1100,2    ,2,2021-02-27, Pimple Saudagar
8780,Yashwin Apartment,927,2    ,2,2021-02-28, Hinjewadi Phase 2
8782,Sai Shivam,800,2    ,2,2021-03-09, Kharadi
8785,Manmohan Park,560,1    ,1,2021-03-09, Chintamani Nagar
8786,Shree Heights,509,1    ,1,2021-02-26, Hadapsar
8787,Shreenanda Classic,600,1    ,1,2021-02-27, Rahatani
8788,Megapolis Sangria Towers,1640,3    ,3,2021-03-02, Phase-3 Hinjewadi
8789,Rammukti villa,250,1   ,1,2021-03-09, Old Sangvi
8791,Pride World City,782,2    ,2,2021-02-26, Lohegaon
8792,Karia Konark Indrayu Enclave,1152,2    ,2,2021-02-27, NIBM
8793,5 Star Royal Glory,1051,2    ,2,2021-02-25, Bhumkar Nagar
8795,Esclare Royale,775,2    ,2,2021-03-08, Kharadi
8796,Bramha Avenue Housing Society,1531,3    ,3,2021-02-25, Kondhwa
8797,Karia Konark Terrace,900,2    ,2,2021-02-25, Nagar Road
8798,Rose Icon,1100,2    ,2,2021-02-25, Pimple Saudagar
8799,Mark Nirvana,600,1    ,1,2021-02-25, Kamshet
8800,Pooja Shivam Society,1240,3    ,2,2021-02-25, Pimple Saudagar
8801,Anushree Astral Residency,903,2    ,2,2021-03-03, Punawale
8802,Om Aishwarya Residency,1130,2    ,2,2021-03-08, Wakad
8803,Megapolis Sunway,1205,3    ,2,2021-02-25, Hinjewadi
8804,Yashashree Chandradeep,560,1    ,1,2021-03-08, Tingre Nagar
8805,Saarrthi Sovereign,654,1    ,1,2021-02-24, Hinjewadi
8807,Vishrant Housing Society,400,1    ,1,2021-03-08, Vishrantwadi
8808,Nisarg Pooja Society,1100,2    ,2,2021-02-24, Wakad
8809,Mantri Alpine,1400,2    ,2,2021-03-08, Bhunde Vasti
8810,Todkar Township,585,1    ,1,2021-02-24, Sasane Nagar
8811,"GK Dwarka Sai, Rahatani, Pune",860,2    ,2,2021-03-01, Rahatani
8812,"Mukta Niwas, Aple Ghar Society",560,1    ,1,2021-02-24, Aple Ghar Society
8813,Kashi Apartment,600,1    ,1,2021-03-08, Guruvar Peth
8814,MARVEL IDEAL SPACIO,1096,2    ,2,2021-03-08, JAGDAMBA BHAVAN MARG
8815,Pratik Nagar Cooperative Housing Society,535,1    ,1,2021-02-24, Pratik Nagar
8816,Rakshalekha Society,1500,2    ,2,2021-03-08, Koregaon Park
8817,Samarth  Residence,800,2    ,2,2021-03-08, Samarth Residence Raykar Mala Jadav DHAYARI Pune
8818,"SONALI TOWER, D7, KASTURBA HSG SOCIETY",1180,2    ,2,2021-03-08, KASTURBA HOUSING SOCIETY
8819,Solacia phase 2,900,2    ,2,2021-02-27, Wagholi
8820,Sai Krushna Park,500,1    ,1,2021-03-08, Dange Chowk
8821,Kohinoor Tinsel Town Phase 2,1028,2    ,2,2021-02-28, Hinjewadi
8822,Venkatesh Flora,1230,2    ,2,2021-03-01, Mundhwa
8823,sakshi residency,940,2    ,2,2021-03-08," Godwale vasti, Manjari Budruk, Maharashtra"
8824,Nirman Akash Raj,1070,2    ,2,2021-02-25, Ravet
8825,M M Powar Residence,650,1    ,1,2021-03-06, Madhav Nagar
8826,Ganraj Aangan CHS,550,1    ,1,2021-02-23, Somnath Nagar
8827,RajaniGandha Society,800,1    ,1,2021-03-06, Somnath Nagar
8828,Alpine Aura,845,2    ,2,2021-03-06, Bankar Vasti
8829,Dynamic Linea,1080,2    ,2,2021-02-23, Hadapsar
8830,Silver Chambers,1300,2    ,2,2021-03-06, Hadapsar
8831,U,650,1    ,1,2021-03-06, Kotharud
8832,DivyAnand Shanti Elixir,1250,3    ,3,2021-03-06, Keshav Nagar
8834,Pratik Apartment,750,1    ,1,2021-02-23, Rahatani
8835,Kasturi La Vida Loca,1050,2    ,2,2021-02-28, Pimple Saudagar
8836,Iris Apartment,1600,3    ,3,2021-02-23, Laxman Nagar
8838,Xrbia Eiffel City Phase 2,816,2    ,2,2021-02-23, Chakan
8839,Siddhivinayak Aspiria,860,2    ,2,2021-02-25, Hinjewadi
8841,Gangapuram Society,535,1    ,1,2021-02-25, Viman Nagar
8842,Dinchhaya,1000,2    ,1,2021-03-06, Runwal park
8843,Megapolis Sangria Hinjewadi,1400,2    ,2,2021-02-24, Phase-3 Hinjewadi
8844,Lotus Vrindavan,640,1    ,1,2021-03-06, Vikas Nagar
8845,GURUDEV HOUSING SOCIETY,480,1    ,1,2021-03-06, Yamuna Nagar
8846,Green Zone Apartments,925,2    ,2,2021-02-22, Baner
8848,Deepali Apartment,1057,2    ,2,2021-02-23, Bopodi
8849,Gulmohar Symphony,1236,2    ,2,2021-03-06, Kharadi
8850,Castalia apartment,866,2    ,2,2021-03-05, Sai Nagar Park
8851,Creative Lifestyle,800,2    ,2,2021-03-11, Pimple Gurav
8852,Marvel Ganga Fria 2,1650,3    ,3,2021-02-24, Wagholi
8853,Utkarsh Vihar,1015,2    ,2,2021-03-06, Chinchwad
8854,Pride Panorama CHS,2030,3    ,3,2021-02-22, Bhageerath
8855,Dagdai Niwas Dhanori Gaothan pune,950,2    ,2,2021-03-06, Dhanori Gaothan
8856,M Vijay Spring Bloom,923,2    ,2,2021-02-22, Ghorpadi
8857,Sunil Spruti Residency,900,2    ,2,2021-02-28, Kiwale
